ID,Location,Country,Sp,Source,Lat,Lon,input,filtered,nonchim,filter.loss
EA_Per_Le_10,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,6102,5098,5098,0.1645362176
EA_Per_Rh_01,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,3327,2461,2461,0.2602945597
EA_Per_Rh_02,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,2214,1209,1209,0.4539295393
EA_Per_Rh_03,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,21117,19089,19089,0.0960363688
EA_Per_Rh_04,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,13961,12009,12009,0.1398180646
EA_Per_Rh_05,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,6080,5239,5239,0.1383223684
EA_Per_Rh_06,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,4152,3271,3271,0.2121868979
EA_Per_Rh_07,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,4978,3852,3852,0.2261952591
EA_Per_Rh_08,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,2919,2132,2132,0.2696128811
EA_Per_Rh_09,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,2751,2040,2040,0.2584514722
EA_Per_Rh_10,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,4762,3567,3567,0.2509449811
EA_Per_Ro_01,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,8986,7502,7502,0.1651457823
EA_Per_Ro_02,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,5518,4015,4015,0.2723812976
EA_Per_Ro_03,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,6083,4777,4777,0.2146966957
EA_Per_Ro_04,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,4114,2971,2971,0.2778317939
EA_Per_Ro_05,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,10173,8426,8426,0.1717290868
EA_Per_Ro_06,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,15564,12718,12659,0.1828578772
EA_Per_Ro_07,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,6259,4701,4673,0.248921553
EA_Per_Ro_08,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,10793,9101,9101,0.1567682757
EA_Per_Ro_09,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,8776,7470,7470,0.1488149499
EA_Per_Ro_10,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,23629,21119,21107,0.106225401
EA_Per_Soil_01,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,39905,34892,34231,0.1256233555
EA_Per_Soil_02,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,52335,45232,44635,0.1357217923
EA_Per_Soil_03,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,29537,26169,26036,0.1140264753
EA_Per_Soil_04,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,11189,10200,10200,0.0883903834
EA_Per_Soil_05,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,36525,31389,30578,0.1406160164
EA_Per_Soil_06,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,44991,39137,39129,0.1301149119
EA_Per_Soil_07,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,31844,28171,27978,0.1153435498
EA_Per_Soil_08,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,64631,57174,56757,0.1153780693
EA_Per_Soil_09,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,38240,34455,34116,0.0989801255
EA_Per_Soil_10,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,41391,35935,35781,0.1318160953
